timestamp_ns,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
1778454618869208587,-0.6672073925919688,-1.2262867548490457,0.0,2.0696928889363156e-54,1.411074470364834e-50,7.16202789145825e-11
1778454618879499385,-0.6672073925919688,-1.2262867548490457,0.0,3.4655344139458896e-49,1.880166702199573e-50,-6.650731763929691e-06
1778454618889202128,-0.6672073925919688,-1.2262867548490457,0.0,2.043123516153068e-54,1.3929254166953343e-50,-1.634723439445751e-11
1778454618899199186,-0.6672073925919688,-1.2262867548490457,0.0,3.457443390884121e-49,1.860921580704907e-50,-3.0397606884998876e-05
1778454618919295801,-0.6672073925919688,-1.2262867548490457,0.0,3.4117810896023143e-49,1.8368957889621124e-50,8.757189732960438e-06
1778454618939299342,-0.6672073925919688,-1.2262867548490457,0.0,3.3783311736229487e-49,1.8146820846396087e-50,2.8871570665209578e-05
1778454618959340902,-0.6672073925919688,-1.2262867548490457,0.0,3.368594049455149e-49,1.7960990276268466e-50,5.7181488944368e-07
1778454618979305387,-0.6672073925919688,-1.2262867548490457,0.0,3.3170555800860264e-49,1.7736594408045053e-50,-1.7829016317046975e-05
1778454618999253113,-0.6672073925919688,-1.2262867548490457,0.0,3.275538905493269e-49,1.7496831984873038e-50,1.5294881403200107e-05
1778454619019266414,-0.6672073925919688,-1.2262867548490457,0.0,3.2623556020769397e-49,1.7308597830390557e-50,-1.7992073056220385e-05
1778454619039282269,-0.6672073925919688,-1.2262867548490457,0.0,1.8660649530492966e-54,1.2747429516069882e-50,-4.3898416690867905e-11
1778454619049305105,-0.6672073925919688,-1.2262867548490457,0.0,3.1930212169483097e-49,1.7069517180372278e-50,-1.692192008161268e-05
1778454619059313366,-0.6672073925919688,-1.2262867548490457,0.0,1.84212555642184e-54,1.2562475847628498e-50,-4.163249271084304e-11
1778454619069479924,-0.6672073925919688,-1.2262867548490457,0.0,3.179877834714988e-49,1.6866673012270373e-50,2.433107396163859e-06
1778454619079451315,-0.6672073925919688,-1.2262867548490457,0.0,1.8184664739678977e-54,1.2399554305341006e-50,5.979578884110818e-12
1778454619089227705,-0.6672073925919688,-1.2262867548490457,0.0,3.219950136960215e-49,1.6757977913983152e-50,2.494996112660321e-06
1778454619099349448,-0.6672073925919688,-1.2262867548490457,0.0,1.7949789785501286e-54,1.2256690761060177e-50,6.098090839087237e-12
1778454619109248783,-0.6672073925919688,-1.2262867548490457,0.0,3.1769627581268868e-49,1.655699468770764e-50,2.49391532288003e-06
1778454619119253804,-0.6672073925919688,-1.2262867548490457,0.0,1.7719263854526333e-54,1.208570871954525e-50,6.1310546178546584e-12
1778454619129711251,-0.6672073925919688,-1.2262867548490457,0.0,3.183092502685734e-49,1.639424177871617e-50,1.5647901954380744e-06
1778454619139191215,-0.6672073925919688,-1.2262867548490457,0.0,1.749166883460753e-54,1.192757590367222e-50,3.846908957595501e-12
1778454619149241162,-0.6672073925919688,-1.2262867548490457,0.0,3.174339076159675e-49,1.6224240227402862e-50,2.402056586510392e-05
1778454619159216219,-0.6672073925919688,-1.2262867548490457,0.0,1.726722471601983e-54,1.177069129627783e-50,5.91207046155267e-11
1778454619169249684,-0.6672073925919688,-1.2262867548490457,0.0,3.1619698054931974e-49,1.6050588290973654e-50,2.128182813110357e-05
1778454619179237316,-0.6672073925919688,-1.2262867548490457,0.0,1.7045556635018705e-54,1.1619995294557804e-50,5.23604196804616e-11
1778454619189220633,-0.6672073925919688,-1.2262867548490457,0.0,3.1449093985766283e-49,1.5876794184760012e-50,2.5982237310831305e-06
1778454619199596098,-0.6672073925919688,-1.2262867548490457,0.0,1.6826738412426742e-54,1.1470820890428723e-50,6.393192327092286e-12
1778454619209203229,-0.6672073925919688,-1.2262867548490457,0.0,3.1793994454056005e-49,1.5774296043074702e-50,5.4436405502248586e-05
